idx,image_path,baseline_lmk_err,residual_lmk_err,delta_residual_minus_base,residual_cam_score,residual_lmk_abs_max
84,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_17_14_sadness_49.jpg,0.20970800518989563,0.20797386765480042,-0.0017341375350952148,7.7746740356087685,0.6515929698944092
85,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_9_3_mouth_stretch_53.jpg,0.06974295526742935,0.07019451260566711,0.00045155733823776245,8.113972194492817,0.7712697982788086
86,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_5_17_cheek_blowing_2.jpg,0.04717599228024483,0.04441799223423004,-0.0027580000460147858,8.544361799955368,0.6908848285675049
87,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_20_7_jaw_forward_4.jpg,0.5263266563415527,0.521921694278717,-0.004404962062835693,7.196001693606377,0.6362147927284241
88,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_12_4_anger_14.jpg,0.0572575218975544,0.04922197014093399,-0.008035551756620407,9.573767807334661,0.7950101494789124
89,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_10_3_mouth_stretch_53.jpg,0.1590978056192398,0.15945084393024445,0.00035303831100463867,7.535222794860601,0.7130813002586365
90,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_5_12_lip_puckerer_18.jpg,0.0334559828042984,0.03177975118160248,-0.0016762316226959229,8.40513513982296,0.6970473527908325
91,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_19_16_grin_26.jpg,0.058712221682071686,0.06333095580339432,0.004618734121322632,9.379279870539904,0.7720103859901428
92,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_5_13_lip_funneler_12.jpg,0.05855847895145416,0.05006791651248932,-0.008490562438964844,8.519082548096776,0.731226921081543
93,/mnt/c/Users/Chirayu/Documents/GitHub/2D-to-3D-image-reconstruction/facescape_224/fsmview_trainset_4_13_lip_funneler_31.jpg,0.03592769056558609,0.03617729991674423,0.0002496093511581421,8.68235719949007,0.7222449779510498
